time,open,high,low,close,volume,amount
2019-09-30 11:05:00,1003.31376012,1003.9983122412,1001.64158496,1002.4907553612,39200,45343360.0
2019-09-30 11:10:00,1003.9983122412,1004.42276748,1002.438684,1003.31376012,24071,27869232.0
2019-09-30 11:15:00,1004.16284388,1004.50074456,1003.305096,1003.74696612,17920,20764384.0
2019-09-30 11:20:00,1003.33108836,1005.8176908,1003.2445338012,1005.8176908,23340,27062624.0
2019-09-30 11:25:00,1005.8176908,1005.8176908,1001.7455544,1002.005478,49400,57221344.0
2019-09-30 11:30:00,1002.0921192,1004.33612628,1001.73689028,1001.8409463612,37700,43602736.0
2019-09-30 13:05:00,1002.438684,1004.1109458012,1001.8409463612,1003.31376012,47400,54858272.0
2019-09-30 13:10:00,1003.2184548,1004.4315182412,1002.47334048,1004.4315182412,24600,28483968.0
2019-09-30 13:15:00,1004.4315182412,1005.86967552,1004.388111,1005.70505724,20291,23535760.0
2019-09-30 13:20:00,1005.70505724,1005.72238548,1005.03792,1005.04658412,17200,19958320.0
2019-09-30 13:25:00,1005.04658412,1005.41914128,1004.26681332,1005.0813272412,20100,23312944.0
2019-09-30 13:30:00,1005.0813272412,1005.39314892,1004.18017212,1004.18883624,24700,28652656.0
2019-09-30 13:35:00,1005.03792,1005.03792,1003.738302,1004.06753856,21300,24684256.0
2019-09-30 13:40:00,1004.06753856,1004.9945994,1003.74696612,1004.0848668,32500,37667296.0
2019-09-30 13:45:00,1004.0848668,1005.02059176,1004.07620268,1004.3447904,29100,33741424.0
2019-09-30 13:50:00,1004.2235793612,1004.7520906812,1004.2149152412,1004.2581492,17418,20191024.0
2019-09-30 13:55:00,1004.2581492,1004.41410336,1002.43001988,1002.438684,51927,60127168.0
